Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
0.36,0.691137,0.4097671,0.56394374
0.64,1.3167949,0.8232629,1.1281904
0.75,1.9285312,1.2465975,1.7089839
1.41,3.2195055,2.073612,2.8495917
1.93,4.446491,2.9150743,4.0025673
1.61,5.6631346,3.7712243,5.1843276
1.89,4.1032715,2.9747624,4.099231
1.41,2.8209217,2.1688776,3.0048027
0.92,1.5999418,1.3518249,1.868012
0.69,1.0679691,0.9326923,1.2606138
0.37,0.46724233,0.49861282,0.61970335
3.64,6.956689,4.3356476,6.2020245
1.14,4.322386,2.396648,3.3259807
0.6,1.8500789,1.0418651,1.3171804
0.42,0.5996249,0.6051983,0.68748933
0.36,0.39100066,0.50353533,0.5706533
0.29,0.37256786,0.42085743,0.46951517
0.23,0.34494323,0.3447219,0.35357893
0.18,0.2968826,0.28680146,0.27291366
0.11,0.21983272,0.21266806,0.21245523
0.43,0.49038526,0.508644,0.48764104
0.88,0.98895276,1.008591,0.9744365
1.39,1.4849365,1.5056427,1.4597611
3.18,2.4230988,2.45794,2.3836186
2.96,3.4331937,3.476617,3.3744729
4.17,4.3706555,4.427743,4.30328
5.64,5.8703694,5.946112,5.773073
7.19,7.2752256,7.365954,7.158065
5.61,5.8442626,5.8558693,5.71967
4.24,4.354653,4.389339,4.2778163
3.37,3.356567,3.410387,3.3033388
2.26,2.3992176,2.4429266,2.347712
1.68,1.4501344,1.467577,1.386515
1.04,1.011778,1.0049785,0.9286677
0.72,0.76562905,0.7246333,0.6592405
10.32,11.328316,11.57175,10.609876
2.57,4.1412673,5.5756536,5.2016735
1.55,1.8040714,2.1863246,2.1058216
1.21,1.4425079,1.2649689,1.2359686
0.91,1.212929,1.0623235,1.0232545
0.84,0.965673,0.8618315,0.81193364
0.57,0.7477907,0.65152717,0.5973201
0.42,0.63948566,0.50006306,0.45591497
0.23,0.54734504,0.35049763,0.3260271
0.55,0.4929223,0.4810998,0.46922597
0.66,0.9974905,0.9498802,0.9297567
0.79,1.5050743,1.4168094,1.3939897
2.33,2.445625,2.3026989,2.2716963
3.02,3.4298217,3.2206728,3.1888144
2.09,2.4705405,2.252101,2.26874
1.23,1.4858872,1.3615379,1.4080642
0.85,0.92303574,0.8740809,0.9087329
0.51,0.42152655,0.4240533,0.4334967
2.36,4.3884254,4.4141927,4.082443
0.96,1.8491486,2.3158576,2.3736198
0.65,0.8220814,0.9510579,1.0475688
0.51,0.6533084,0.5888076,0.585898
0.44,0.53784496,0.49367997,0.479484
0.37,0.4101831,0.4002937,0.38895682
0.24,0.29077572,0.3037556,0.28437507
0.15,0.22855628,0.2379081,0.21104449
0.1,0.18169273,0.17496116,0.15874255
0.42,0.48160413,0.40088487,0.5440093
0.83,0.98729074,0.8090454,1.0737351
1.12,1.5103425,1.221381,1.6071523
1.76,2.5224154,2.0347676,2.6894228
2.33,3.5325797,2.8300138,3.7182515
3.34,4.588544,3.6525972,4.7966547
5.23,6.150905,4.8899746,6.4448166
6.48,7.7366505,6.134266,8.073189
6.37,6.5489783,5.044797,6.5780563
4.6,5.178007,3.8955133,5.1327257
3.42,4.146787,3.0915442,4.12955
2.53,3.1063735,2.3008525,3.0900512
1.7,2.0215478,1.4898081,1.9921476
1.27,1.3902434,1.0558115,1.3731234
0.78,0.73812073,0.6353574,0.6989248
16.81,11.880849,9.638562,13.843633
4.36,5.0559974,4.5800037,6.8182383
1.7,1.7371812,1.6577009,2.190994
1.04,1.1625341,0.99298245,0.9422781
0.87,1.0286819,0.86272615,0.81600666
0.68,0.8670429,0.73188496,0.7179322
0.47,0.672259,0.5952173,0.5728851
0.35,0.5155721,0.4884983,0.4219057
0.24,0.38267303,0.3681891,0.3041464
0.34,0.5552029,0.47562233,0.5729138
0.84,1.1224523,0.94254833,1.1376905
1.54,1.6931652,1.4223329,1.7278681
2.04,2.7740119,2.3344045,2.836673
2.62,3.886631,3.267089,3.9739327
3.84,5.0266695,4.220225,5.1500254
3.43,3.962477,3.302983,4.078645
1.91,2.8101363,2.3640978,2.9538157
1.56,1.6608211,1.4310029,1.8008597
1.25,1.098484,0.9847096,1.2186338
0.72,0.5354739,0.52003443,0.60379094
5.2,6.3759804,5.4896636,7.252852
1.84,2.8643048,2.861074,3.2059164
1.02,1.1355467,1.1763897,1.1436483
0.9,0.7485334,0.6537132,0.69941694
0.62,0.6001278,0.5354791,0.58940756
0.4,0.45364174,0.43215787,0.46767196
0.24,0.33478615,0.33382317,0.33396456
0.2,0.28414124,0.26375484,0.24289145
0.12,0.24389204,0.1850523,0.17138027
1.08,1.3079388,1.277301,1.3265452
1.77,1.8683954,1.7666571,1.8037876
2.42,2.3589883,2.2067492,2.2493846
2.67,2.841742,2.6479475,2.699528
3.47,3.311693,3.08083,3.1396554
4.11,3.8116028,3.5474682,3.6135683
6.89,5.614971,5.2821856,5.3964705
4.61,3.9320745,3.569486,3.5831923
3.69,3.4069514,3.1225061,3.140361
2.94,2.926489,2.7053177,2.7010753
2.62,2.455164,2.2862296,2.2520058
2.22,1.994975,1.8748512,1.8129731
1.79,1.5102044,1.4350501,1.3444996
3.06,3.0702922,3.5258682,3.8513122
2.09,1.9302263,2.1479692,2.3743963
1.82,1.5007144,1.4235659,1.3980626
1.64,1.3368075,1.1913538,1.029427
1.28,1.1347499,1.0354502,0.8836473
1.07,0.8934982,0.85303324,0.71950096
0.57,0.6444079,0.65825963,0.5222955
0.36,0.4954586,0.52029073,0.377223
0.24,0.38704973,0.38845098,0.27781445
1.85,1.3111187,1.3833216,1.3782265
1.98,1.8404118,1.9041827,1.8911875
2.78,2.719798,2.819837,2.8059916
3.89,3.6607766,3.7839274,3.7570472
5.02,4.5445256,4.6862864,4.652166
6.25,5.4801326,5.6529064,5.6116304
6.81,6.3937254,6.5984344,6.5466757
6.44,5.5821247,5.7230744,5.6622424
5.09,4.6670704,4.7833123,4.716621
3.86,3.7593536,3.8529851,3.7818246
3.1,2.85758,2.9196239,2.8447633
2.23,1.9415997,1.9689484,1.894475
1.89,1.5160693,1.5155721,1.4376243
3.04,5.247826,6.462908,6.433607
2.48,2.6387606,3.5018835,3.7281358
1.91,1.7053236,1.8149933,1.9009223
1.54,1.4959375,1.3714938,1.303124
1.51,1.2790296,1.1784487,1.099837
1.01,1.0380344,0.96182156,0.8882696
0.62,0.80741924,0.7245635,0.65642524
0.36,0.6728721,0.5365972,0.4829949
0.21,0.57274413,0.37908995,0.35047838
1.11,1.3338658,1.3977549,1.3966132
1.33,1.8188424,1.8680574,1.8666294
1.66,2.3272421,2.3798232,2.3754396
1.7,2.7883408,2.8478546,2.8422487
2.81,3.265045,3.3367164,3.328861
2.58,3.7085402,3.783247,3.7705965
4.31,5.512305,5.6705413,5.6575456
3.29,3.816592,3.8477945,3.8240812
3.04,3.3183293,3.360656,3.3310196
2.23,2.856161,2.8934672,2.8541338
1.8,2.4127564,2.436541,2.3887973
1.42,1.9598238,1.9676747,1.9124955
1.08,1.5184988,1.5116644,1.4510549
2.17,4.053565,5.040304,5.1222625
1.49,2.2300096,2.884776,3.072237
1.23,1.495293,1.5514705,1.5981084
0.92,1.3113371,1.1965457,1.1298099
0.83,1.1057146,1.0160267,0.9450573
0.74,0.8750399,0.811907,0.7452123
0.44,0.6549931,0.5943729,0.5282963
0.28,0.5402465,0.44506228,0.3851715
0.16,0.4572009,0.3126407,0.27498344
1.02,1.1877639,1.1810923,1.1556655
1.65,1.6680415,1.6228008,1.594428
1.74,2.1342301,2.043341,2.0140347
1.94,2.6124322,2.4742186,2.442188
2.71,3.0855422,2.9001622,2.862984
2.66,3.5446212,3.316109,3.2749178
4.36,5.215564,4.9335012,4.8551764
6.08,6.9194717,6.554337,6.447752
4.69,5.600555,5.1046658,5.0287137
3.61,4.060146,3.5622032,3.4897819
2.85,3.5885472,3.152254,3.0472703
2.35,3.1223085,2.7466757,2.6143577
1.93,2.6477604,2.3317902,2.1787777
1.61,2.1774344,1.9200057,1.7487142
1.54,1.6994121,1.5035833,1.3189554
6.3,9.767392,9.419132,8.739612
3.02,4.278384,4.6755104,4.7015443
1.57,1.9348514,1.9668527,1.9515145
1.33,1.612921,1.430834,1.2471402
1.29,1.4311154,1.2464973,1.0566851
0.86,1.1930528,1.0323974,0.84467095
0.48,0.88718116,0.78998,0.594488
0.4,0.64296055,0.61299545,0.42144838
0.22,0.47827727,0.4566209,0.3140896
0.47,0.46777704,0.49205032,0.47331318
1.07,0.9452828,0.9792538,0.94534945
1.55,1.4220023,1.4641712,1.4158367
2.32,2.331868,2.4058106,2.3255186
2.99,3.2607803,3.3524652,3.2433848
3.46,4.184222,4.298648,4.162521
4.88,5.6034713,5.7604675,5.5719705
8.47,7.0200715,7.2192607,6.985157
6.29,5.6215386,5.724948,5.5452766
4.0,4.2227697,4.3183126,4.1715565
3.17,3.2647467,3.359438,3.2287364
2.42,2.3418167,2.4086711,2.2968333
1.66,1.4499882,1.4784876,1.3862691
0.99,1.0029887,1.0001671,0.9227655
0.82,0.8029883,0.76957536,0.7025698
6.02,9.986824,10.740352,9.791665
2.76,4.017922,5.445279,5.294266
1.62,1.7413487,2.070756,2.118109
1.22,1.4226735,1.2735611,1.2295065
0.92,1.2014426,1.0770696,1.0177798
0.79,0.9584724,0.8717904,0.8119282
0.3,0.7412483,0.6563892,0.60047066
0.64,0.7390785,0.6538795,0.59806806
0.24,0.5340858,0.34888923,0.32733247
0.38,0.766023,0.48170903,0.69887847
0.87,1.4582492,0.96435845,1.3920138
0.8,2.1271753,1.4490222,2.0808768
1.76,3.545257,2.413702,3.4616022
2.46,4.921903,3.399933,4.8634024
1.94,3.1382058,2.4152591,3.391586
1.01,1.6736792,1.44096,1.9634137
0.86,1.0849918,0.9775464,1.3012799
0.54,0.40086377,0.47296202,0.5866053
3.21,5.6030707,3.6212082,5.5940433
1.61,3.570759,2.189331,2.7880912
0.81,1.484032,0.97330225,1.0433414
0.66,0.42172015,0.50960493,0.6236183
0.44,0.23732063,0.3959405,0.48397171
0.31,0.21127377,0.3125439,0.36448485
0.2,0.19776379,0.24363016,0.27897882
0.17,0.1844179,0.19534299,0.22280039
0.13,0.16100097,0.13555527,0.15118633
0.38,0.72553813,0.45854363,0.7185034
0.68,1.3921201,0.9215445,1.4376924
1.32,2.040394,1.3922769,2.1662343
2.07,3.4032671,2.3186784,3.6065152
2.73,4.70893,3.2571642,5.056227
4.63,5.9377522,4.1699576,6.4577885
2.7,4.34413,3.2987015,5.0626407
2.38,2.9482303,2.382433,3.6121929
1.47,1.6319783,1.462667,2.1574855
0.89,1.0534178,0.9989267,1.4226713
0.46,0.4470889,0.53272396,0.68700117
3.46,7.548633,4.918078,8.303178
1.17,4.3802085,2.6344988,3.7103746
0.67,1.8303101,1.1652601,1.3646722
0.54,0.5295187,0.623404,0.7601941
0.4,0.3240907,0.49921203,0.61540574
0.35,0.28947827,0.40330005,0.47980088
0.25,0.26841897,0.31799605,0.35662478
0.23,0.2494104,0.25536874,0.27958393
0.15,0.21687071,0.17819831,0.1985454
0.31,0.5320749,0.4200624,0.54543525
0.68,1.082465,0.8463664,1.0958337
1.02,1.6279855,1.2676344,1.6457742
1.27,2.7119315,2.1145976,2.7534466
1.93,3.7977521,2.9571257,3.8556793
2.21,4.8743734,3.7911315,4.9500623
2.19,3.857435,2.9809124,3.925772
2.03,2.770469,2.1505919,2.8763676
1.29,1.6719785,1.3207755,1.7928742
1.07,1.1137649,0.9109743,1.225796
0.6,0.5912148,0.50994194,0.66364443
4.93,6.5183415,5.167828,7.1073136
1.58,3.1742873,2.7168725,3.6189854
0.92,1.2637565,1.121663,1.3880869
0.7,0.7995239,0.6626039,0.7800066
0.56,0.6540443,0.5533062,0.65886444
0.34,0.5068555,0.45335475,0.5348187
0.2,0.37247616,0.3578472,0.38585162
0.14,0.29545894,0.29113573,0.27832752
0.13,0.2224738,0.21551117,0.20866328
0.42,0.5393417,0.467096,0.5912842
1.11,1.0983597,0.9376166,1.1857331
1.48,1.6708943,1.4182369,1.798604
2.39,2.7622492,2.3475387,2.9817722
4.7,3.8453476,3.2564263,4.137501
8.04,5.022968,4.2540812,5.4168386
4.96,3.9495492,3.306703,4.23762
3.29,2.789619,2.3551326,3.0499701
2.69,1.6827885,1.4414288,1.8747301
1.41,1.1183889,0.9907924,1.2721422
0.63,0.5767915,0.52845097,0.6552191
6.16,6.1594453,5.42243,7.4203877
1.84,2.8504345,2.8683941,3.4672253
0.93,1.1670922,1.1854743,1.2713315
0.64,0.8050197,0.6941423,0.78897303
0.52,0.647248,0.5702144,0.6640604
0.45,0.48416352,0.4541573,0.5227158
0.32,0.34642127,0.34372967,0.36457223
0.2,0.28720403,0.2688915,0.2581952
0.13,0.24545047,0.18883318,0.18234935
0.36,0.53586423,0.41749495,0.5834628
0.87,1.0853037,0.83738035,1.1595489
0.95,1.6414312,1.2600696,1.7443721
2.35,2.7581196,2.1202235,2.947794
2.53,3.7981677,2.9120688,4.0365167
2.94,4.905857,3.7577312,5.218076
3.44,6.55394,5.025694,6.988929
2.84,5.055517,3.844763,5.3718686
2.52,3.9615712,3.02611,4.2792706
1.97,2.8519835,2.2034483,3.1370776
1.39,1.7440795,1.3834964,1.9634244
0.85,1.1729218,0.9731042,1.3395395
0.54,0.64995635,0.58774984,0.7332941
4.17,8.340716,6.604233,9.955096
1.13,4.202051,3.5504072,5.035454
0.8,1.648599,1.4578576,1.7903585
0.62,1.0010791,0.84143054,0.92469144
0.5,0.8354402,0.71411073,0.79813385
0.43,0.6690893,0.59966576,0.67134434
0.3,0.50897133,0.48717573,0.5057889
0.26,0.40724626,0.40211552,0.36839595
0.17,0.3062443,0.3005422,0.27407375
0.38,0.6012882,0.4396574,0.60639346
0.81,1.2622721,0.93239033,1.288132
1.11,1.8812714,1.4025087,1.938619
1.77,3.1273553,2.3373904,3.230069
2.94,4.36337,3.2788935,4.529719
1.55,3.0203376,2.35256,3.2491918
1.69,1.7278993,1.4255085,1.9561865
1.03,1.1048056,0.9579018,1.2893225
0.45,0.4836996,0.48372763,0.61417
2.48,5.456951,4.067885,6.1612864
1.05,2.9366508,2.270966,2.853966
0.7,1.0879214,0.9223124,0.97209996
0.51,0.5122146,0.49021494,0.58133125
0.41,0.37153143,0.387606,0.4662954
0.31,0.26744223,0.3029674,0.34860173
0.2,0.20074737,0.22922772,0.24194413
0.16,0.17734985,0.18085518,0.18230079
0.43,0.5809363,0.43747428,0.49809837
0.6,1.1628083,0.87452596,1.0050849
0.98,1.7368617,1.3097059,1.5186344
3.35,2.8806684,2.1779573,2.5299895
3.29,4.0259085,3.0488946,3.555221
2.26,2.8222463,2.164142,2.5940633
1.27,1.6144329,1.2820331,1.5894694
1.09,1.0438749,0.86255133,1.0693624
0.74,0.49932003,0.45096827,0.548104
3.44,4.919712,3.7717376,4.4803514
1.04,2.538416,2.0709186,2.3382907
0.73,1.0676156,0.91795474,0.9878451
0.7,0.58491445,0.49297616,0.5477571
0.62,0.4527531,0.3986237,0.45228556
0.53,0.3418471,0.32350388,0.3604542
0.31,0.2578085,0.25579786,0.26185116
0.17,0.21289276,0.20906524,0.19903755
0.1,0.16123056,0.15367272,0.15293062
0.33,0.53983617,0.45737544,0.48814806
0.69,1.102591,0.9137576,0.98700786
0.85,1.663615,1.3648298,1.4897629
1.35,2.7669916,2.2764351,2.4903233
2.83,3.8676767,3.1596,3.4772031
3.06,4.9517803,4.0364327,4.4635563
2.51,3.952244,3.1586401,3.5892022
1.83,2.8405104,2.282339,2.6598432
1.13,1.6985575,1.3773979,1.6462854
1.05,1.1224561,0.9497485,1.1191555
0.55,0.5725401,0.5307698,0.5855678
3.83,6.4988737,5.6035123,6.205943
1.14,2.8375356,2.833515,2.9682481
0.75,1.7949523,1.7810547,1.8146925
0.55,0.9411903,0.785212,0.80397344
0.44,0.7563863,0.630736,0.66230583
0.35,0.57518685,0.5156353,0.53558224
0.26,0.41272348,0.40595624,0.38862
0.17,0.32555103,0.3302054,0.28467736
0.1,0.24939619,0.24602039,0.21236053
0.22,0.50549793,0.41040745,0.6240032
0.44,1.0347435,0.8268516,1.232415
0.67,1.5707986,1.2426679,1.84167
1.11,2.6154442,2.0675333,3.0740788
2.35,3.6628153,2.8815143,4.270632
1.81,2.7562788,2.1035726,3.066471
1.17,1.7412704,1.2947333,1.9082597
0.88,1.1994,0.8946726,1.3462706
0.55,0.65651405,0.49670288,0.74428916
9.57,4.9109297,3.9746904,6.5908203
1.69,2.36921,2.0679224,3.35618
0.78,0.904514,0.79266346,1.1305059
0.5,0.6044759,0.4717206,0.57209545
0.38,0.504672,0.3943191,0.48869705
0.35,0.39291295,0.31953058,0.40431142
0.23,0.2755493,0.24665502,0.28862983
0.14,0.20348394,0.19862561,0.18902092
0.35,0.54516506,0.5208172,0.4862343
0.64,1.1041425,1.0334302,0.97909045
1.02,1.6549666,1.5369793,1.4671496
1.41,2.7041867,2.5129917,2.398646
1.81,3.8334446,3.553062,3.4018934
1.85,4.9385324,4.5703554,4.3861413
2.22,3.8081908,3.4743702,3.3893068
1.28,2.664625,2.4414785,2.3925118
0.89,1.5740099,1.468019,1.431615
0.6,1.0152935,0.97264814,0.92615515
0.35,0.51722467,0.5094348,0.4645112
4.46,6.5147004,6.278517,5.967228
1.23,2.7462137,3.344989,2.7625632
0.68,1.1678976,1.3737699,1.0932473
0.51,0.8830471,0.7754904,0.7333904
0.41,0.71722496,0.6352766,0.6029002
0.41,0.5458641,0.5091387,0.46336955
0.26,0.40513533,0.38658902,0.32925278
0.14,0.3440878,0.3009863,0.24671082
0.12,0.2958718,0.21013564,0.17208214
0.3,0.5653013,0.49096528,0.546939
0.48,1.1477696,0.9820897,1.1043745
1.35,1.7211654,1.4637706,1.6578591
1.64,2.8648942,2.4433951,2.7690072
2.89,3.9953868,3.3942914,3.857864
3.42,5.112029,4.339382,4.9431634
4.55,6.815616,5.809462,6.5990796
3.17,5.165602,4.358019,5.0457625
2.76,3.9723046,3.3874412,3.9386942
2.04,2.7895517,2.4220502,2.8078742
1.32,1.6425833,1.4749315,1.686191
0.82,1.070973,1.0092721,1.104384
0.51,0.5475296,0.5600735,0.5469095
4.33,9.036284,7.9201927,9.488229
1.87,4.1351366,4.2835464,4.219818
0.9,1.5811291,1.7054322,1.4414464
0.7,1.0522642,0.9082671,0.9013089
0.65,0.8507957,0.7437859,0.75734353
0.51,0.6518139,0.6063055,0.5993439
0.34,0.49352786,0.47512072,0.43566346
0.24,0.4250936,0.37805033,0.32534975
0.18,0.3659198,0.26538965,0.22633716
0.34,0.5001562,0.48537087,0.49032226
0.67,1.0130773,0.9656414,0.9864212
1.2,1.5191519,1.4362602,1.478194
1.69,2.5108712,2.3754122,2.4461052
2.55,3.5149138,3.3125734,3.4221623
2.66,4.5325527,4.265207,4.4187646
3.45,6.06505,5.7253714,5.9255548
4.98,7.5158143,7.0857587,7.3428826
3.22,6.053202,5.6480446,5.935802
2.54,4.532019,4.2549934,4.493155
2.32,3.488258,3.303896,3.4755092
1.39,2.4948678,2.382597,2.4907975
0.91,1.493227,1.4444449,1.4842978
0.64,0.99329466,0.97395474,0.9599508
0.41,0.73339105,0.70695543,0.66886973
13.34,10.627658,10.270524,10.722963
2.06,4.62478,5.5566893,5.124978
0.88,1.7956616,2.112587,1.8053267
0.6,1.3448021,1.1600215,1.1425655
0.57,1.1227676,0.9677549,0.96628845
0.4,0.88673216,0.7892965,0.77138376
0.31,0.6860067,0.60909396,0.5693956
0.3,0.58933663,0.47511336,0.4310557
0.21,0.5055985,0.33055812,0.3041066
1.15,2.1191018,1.5229057,2.494979
1.35,1.5944287,1.149054,1.8046604
2.65,2.0426219,1.467643,2.3516169
2.2,2.0453415,1.4721038,2.3455143
2.25,1.9971217,1.4386522,2.2907715
1.92,1.9988381,1.4476936,2.3202195
2.02,2.0202892,1.4804854,2.3429122
2.02,2.0219126,1.4964381,2.32936
3.49,3.796568,3.1391766,3.7042475
4.13,3.8963077,3.0944755,3.7370968
3.53,2.800032,2.220605,2.7731092
4.93,3.2548776,2.659422,3.2927718
3.96,2.7607713,2.2233403,2.764053
3.14,2.806016,2.2731643,2.8012052
3.24,2.108901,1.7513462,2.1252654
3.17,2.1907594,1.828051,2.1827455
4.86,3.7853827,3.107413,3.5872056
1.52,2.8941734,2.2930293,2.740513
3.04,2.8203785,2.2439694,2.7190225
2.99,2.748588,2.2022574,2.6850142
3.0,2.2982714,1.8279994,2.258465
2.78,2.2376149,1.8287318,2.2243187
3.77,2.258891,1.8659985,2.2284865
1.71,2.235752,1.8578305,2.2044604
2.07,1.828368,1.5170348,1.806815
0.93,1.1268715,0.7730492,0.9922511
1.32,1.0611986,0.7306641,0.937881
1.15,1.092073,0.7570837,0.97552633
1.37,1.1117918,0.774844,0.99801016
1.17,1.1251541,0.7871311,1.0118834
1.65,1.0491413,0.7454491,0.94523555
1.28,0.93004817,0.66714203,0.80312705
1.97,2.2226293,1.4994719,2.0359182
1.47,2.1753688,1.5418875,2.0761502
2.78,2.6518738,1.885781,2.559922
2.15,2.0021257,1.4704295,2.0009282
1.93,1.9053501,1.4086496,1.9256923
2.54,1.9246354,1.4319476,1.9374609
2.1,1.8891137,1.4261702,1.8857318
0.51,2.4031072,1.5117015,1.9265218
2.17,1.6709119,1.1774802,1.5356379
1.82,1.6020969,1.186887,1.5644559
1.94,1.6280051,1.1891726,1.5707189
2.22,1.7095007,1.2393076,1.6174492
2.65,2.5330286,1.7937784,2.3176296
2.79,1.6718496,1.2456914,1.4120831
2.64,2.5030036,1.8801601,2.3616555
2.76,2.429808,1.8452709,2.3459275
2.5,2.3780816,1.8206611,2.3219864
1.98,2.3017194,1.7697103,2.2519689
3.1,2.1515305,1.6798288,2.1139514
2.47,1.7140362,1.3695607,1.6770673
1.94,1.8550084,1.4858336,1.7926484
3.74,3.6467164,2.7083576,3.4709766
2.88,2.5189812,1.8800026,2.4429853
4.21,2.339735,1.7725636,2.3333116
3.35,2.3864276,1.8126303,2.392772
3.29,2.3492334,1.7991098,2.3581731
2.12,2.4015856,1.847013,2.4108295
4.02,3.773529,3.0652072,4.1263614
2.8,2.90345,2.2506402,2.9780693
2.73,2.8342724,2.1953802,2.9499712
2.86,2.8293493,2.1972184,2.9789307
2.97,2.3228095,1.7871354,2.4280872
2.8,3.227781,2.5496342,3.4310575
1.95,2.7746272,2.1970513,2.9309464
2.23,2.2828562,1.8526092,2.4218826
3.33,3.2534494,2.2372546,3.2845564
2.92,2.6894422,1.9096037,2.795968
2.94,2.574817,1.8426545,2.7303958
3.0,2.560768,1.840867,2.754462
3.04,3.0550828,2.1745014,3.277992
4.35,3.08158,2.235932,3.3388143
3.65,2.4826186,1.8450663,2.7189753
2.53,2.5126843,1.899357,2.7148795
3.47,3.5343444,2.1913245,2.7438104
1.26,2.046734,1.519151,1.9429816
3.05,2.6460555,1.8463931,2.376892
3.35,1.9433799,1.490403,1.9199754
4.73,1.9605236,1.4710542,1.8989385
3.66,2.0191705,1.488682,1.8913404
3.07,2.0625334,1.5339992,1.9135474
2.4,2.0595522,1.5410594,1.9108442
3.92,3.9053614,2.9171643,4.0322995
1.79,1.9318349,1.4436717,1.9479787
3.23,2.9590507,2.2204797,3.0770152
3.19,2.9120858,2.1901543,3.010778
3.22,2.9474301,2.22045,3.0580485
2.93,2.3987522,1.8366354,2.5307674
4.76,1.888009,1.4737251,1.9538755
2.62,3.0591083,2.2659004,3.5553627
2.47,2.58768,1.8982964,2.8672264
2.55,2.499038,1.8349472,2.8088894
2.11,2.460435,1.8110923,2.793399
2.25,2.4360745,1.7975712,2.782086
2.33,2.411014,1.8002572,2.7767634
1.83,1.9010818,1.4444339,2.197534
3.59,3.3290193,2.2487857,3.569196
3.02,2.6246471,1.8433208,2.829623
3.03,2.6585338,1.8775476,2.9111984
2.17,2.54077,1.8104956,2.819789
2.8,2.5210423,1.8031334,2.814113
2.59,2.3833637,1.7272624,2.649005
2.29,2.1236057,1.5819921,2.3841271
0.41,0.51039827,0.40263665,0.4987334
0.34,1.0052097,0.784096,0.97678006
1.81,1.4264325,1.1181291,1.403445
2.34,1.3593681,1.049852,1.3261617
1.54,1.3653414,1.0583646,1.3489546
1.25,1.4088595,1.106681,1.4199958
3.12,3.8440092,2.2885873,3.5673168
2.11,2.1992688,1.5334251,2.3385472
2.93,2.8026564,1.8898331,2.955658
2.68,2.7302973,1.8716048,2.950689
2.98,2.6060658,1.8036932,2.849754
2.68,2.6625342,1.8605047,2.958184
2.46,2.656479,1.8819019,2.951397
2.22,4.035135,3.0773158,4.4957085
2.72,3.2866929,2.4610827,3.3970017
3.32,2.9922264,2.2449653,3.1879463
2.95,2.987164,2.2481272,3.2403462
3.01,2.9424639,2.2226408,3.2159665
1.41,2.3752532,1.8253486,2.6271737
2.35,1.9051039,1.4904898,2.0554705
1.87,2.4001482,1.5815041,1.9087533
0.45,1.6511075,1.1659929,1.4394035
5.43,2.038067,1.4267367,1.7540749
2.23,2.0986965,1.4894376,1.8390001
2.4,2.100235,1.4998264,1.8524584
2.43,2.0855954,1.5123847,1.8509709
6.29,6.274362,4.5336246,7.2889614
3.76,3.166534,2.2914622,3.5277476
3.62,3.5350993,2.5513709,4.034096
3.28,3.5321605,2.5561008,4.0418577
3.63,3.445376,2.4985366,3.9457688
4.12,3.5169213,2.5675619,4.0552197
3.33,2.448512,1.829409,2.795579
1.78,2.4638214,1.8567926,2.81429
1.38,1.9656241,1.5646151,2.216303
2.64,1.9648951,1.512478,2.0927758
2.55,1.9686396,1.4975222,2.0835357
2.47,2.3352287,1.7791591,2.5411296
2.04,2.3937895,1.8156421,2.5707464
3.32,2.4065287,1.8152654,2.5627499
2.41,2.442835,1.8541936,2.5988548
2.4,2.1415877,1.6250427,2.2337873
1.17,1.1907483,0.7703882,1.2933527
1.72,1.7531629,1.0696422,1.9109486
1.68,1.7636418,1.1073421,1.9700042
1.72,1.8101361,1.1532141,2.0639987
1.55,1.7111614,1.0962367,1.965725
2.42,2.1946917,1.4256339,2.5727754
3.17,2.2797375,1.495554,2.7063637
2.22,2.1583781,1.5306416,2.3013523
2.63,2.110708,1.5140253,2.24635
2.4,2.0716777,1.4938363,2.2257705
2.8,2.0157266,1.461609,2.1917105
3.16,2.007222,1.4591885,2.196103
2.99,1.8772724,1.3834336,2.0655775
1.97,1.9739652,1.4743255,2.1778543
3.11,1.9700327,1.4787929,2.1630745
3.16,5.22976,3.7878892,5.5792828
3.05,4.0944586,2.9845319,4.358232
4.17,5.6357007,4.1139674,6.0519986
2.23,3.8205106,2.822207,4.1097407
2.16,3.5983143,2.668764,3.9219468
1.66,2.2965956,1.7580451,2.501722
2.3,3.1478832,2.388655,3.4422042
1.79,2.298397,1.525821,2.4103293
2.13,2.2451649,1.546088,2.4140034
1.81,2.172032,1.5160583,2.3933444
1.56,2.086628,1.4675568,2.3441656
1.96,2.0582156,1.4543865,2.336376
2.37,2.1047122,1.4986198,2.4173818
2.42,2.0846121,1.4987062,2.397512
1.49,2.3773642,1.5037503,1.8405286
1.75,2.321007,1.5721405,1.9463872
2.79,2.1318061,1.4850925,1.8422406
2.53,2.0342722,1.4376874,1.7775401
2.54,2.0358143,1.4421432,1.777249
2.81,2.0976772,1.4974172,1.8143634
1.96,2.132143,1.5464959,1.8384392
0.82,1.671489,1.1078004,1.4072944
1.22,1.6420301,1.1189257,1.4219186
0.82,1.6767251,1.1633683,1.4823093
1.35,1.594596,1.1287085,1.440091
1.63,2.202259,1.5071884,1.9198216
1.72,2.1082706,1.507793,1.9101015
2.28,2.0564277,1.4982148,1.8689086
1.65,2.095369,1.544505,1.8992579
1.18,2.3202116,1.5370334,2.132749
1.55,2.2117245,1.5052632,2.105721
1.8,2.7782092,1.86992,2.639105
