Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
0.7,1.6046809,1.2644058,1.42223
0.4,1.1527672,0.9478539,1.0544541
6.3,3.6693301,3.753548,3.716723
4.7,3.930211,3.6732297,3.5878162
4.4,4.090272,3.7484105,3.6576557
1.4,1.7028269,1.3305691,1.4323899
0.4,0.9507937,0.7688225,0.8948133
0.6,0.6883354,0.6259453,0.69286317
1.4,2.4477026,2.4290931,2.3956683
0.4,0.5113235,0.4319845,0.4940757
4.5,5.565781,5.5794334,5.4733963
3.7,4.243813,4.158629,4.1693797
3.9,4.5839524,4.299952,4.2384386
2.5,3.4905856,3.0507529,3.075464
2.95,3.4911895,3.0841591,3.095387
3.2,3.3166547,3.0456307,3.1042047
2.1,2.945371,2.7271056,2.8030975
1.6,2.816726,2.6653032,2.7376332
1.8,2.2729592,2.1524997,2.2179835
1.000001,2.2110949,2.105009,2.154721
1.000001,1.4619799,1.3481883,1.4441282
3.6,4.164714,3.7307153,3.4273088
1.8,4.1986904,3.686927,3.4550102
1.8,3.2318559,2.6239202,2.6305838
2.7,3.3167431,2.7465427,2.7744455
3.6,4.3983316,3.8632581,3.7405708
3.3,4.1869984,3.593591,3.5461552
3.8,4.2963524,3.6309106,3.6421306
5.1,5.2966304,4.4872212,4.5206223
6.2,6.2004223,5.269275,5.503609
5.2,5.1586833,4.312314,4.6745353
1.2,1.5699782,1.284598,1.7337388
4.3,4.5479746,3.7509148,4.31692
3.8,3.05884,2.3842363,2.7787523
3.1,3.307479,2.6378915,3.104566
4.6,4.888207,4.1203117,4.853241
4.3,4.3229113,3.6407712,4.2155466
3.6,3.0417602,2.5682209,3.0289245
3.2,3.0557418,2.5805254,3.0252924
4.9,3.6009266,3.0293276,3.5276074
5.0,2.4253292,2.0905378,2.4329715
3.4,2.540655,2.198253,2.5117462
3.4,2.000897,1.744357,1.9822478
1.4,1.0229381,0.86910915,0.9486112
3.6,3.9058173,3.8640954,3.7888196
1.8,1.9668785,1.9106355,1.9637437
2.5,2.879749,2.6165414,2.48813
2.3,2.9705517,2.7693353,2.672286
3.2,4.8092847,4.7344317,4.5510035
4.2,3.8388836,3.6961548,3.6313362
4.3,3.8322148,3.5943859,3.5010672
4.9,4.7364087,4.487106,4.3907175
6.8,5.6272955,5.33516,5.224321
2.45,1.9542525,1.6143752,1.5758954
1.9,1.4668915,1.2666109,1.2674705
4.0,5.6810985,4.3662815,5.371428
2.5,4.239849,3.2366366,3.7647178
4.4,4.2526474,3.2220428,3.7841065
4.8,5.6116953,4.283484,5.177446
5.3,5.673193,4.331554,5.2115993
6.1,5.662383,4.3203917,5.151334
7.0,6.9384794,5.3532634,6.4220886
7.5,6.9713078,5.3898697,6.477504
1.7,5.517525,4.364235,4.9032907
7.8,4.1111608,3.8734853,4.4099703
3.0,2.7432115,2.4250245,2.737898
3.3,6.147168,5.188938,6.4001403
7.8,4.322247,4.062118,4.6374316
6.8,4.180005,3.8349469,4.392925
6.1,4.1776843,3.7429676,4.34226
10.1,5.07885,4.608745,5.3529687
4.7,2.4072092,2.1168275,2.5563686
2.8,1.7409688,1.591092,1.8960656
1.4,0.82117486,0.6897103,0.86212194
1.1,0.65187114,0.5706683,0.7123642
8.1,4.8072133,4.7693543,4.6776223
7.6,3.6889274,3.5421314,3.4946182
6.6,3.815586,3.569982,3.5884607
5.3,3.932387,3.6629186,3.7052705
8.1,5.0463867,4.813671,4.845516
7.5,5.1092463,4.8609447,4.888959
7.9,5.157934,4.8529367,4.9095416
5.1,6.4010496,6.056088,6.152308
3.1,2.9817936,2.5114474,2.7153676
1.7,2.1649764,1.9174942,2.048512
4.1,4.2583747,3.8079464,3.6047342
2.5,3.953284,3.5341465,3.3797636
3.3,3.1616325,2.5814526,2.5805593
3.9,3.3764977,2.808928,2.8283734
4.0,3.3999126,2.8312786,2.8635552
4.5,5.263477,4.471449,4.4017086
4.9,4.3466196,3.7190237,3.7363467
7.2,5.4249496,4.591088,4.696213
2.4,1.9381801,1.3292094,1.761208
1.5,1.4678108,1.045475,1.4407094
3.4,4.1509423,3.9148514,3.4910562
4.4,4.0967193,3.8157644,3.4218163
1.6,4.1827726,3.8358011,3.4622526
1.5,2.1527169,1.7808067,1.7413071
1.8,2.951503,2.3851175,2.2423735
2.2,3.0399945,2.5961313,2.446733
2.8,4.4632597,4.21153,3.8809588
3.1,4.019973,3.600273,3.396641
2.3,2.8098814,2.4471967,2.4263234
0.6,1.6934965,1.457535,1.549959
0.7,1.354406,1.2982755,1.3083783
1.5,2.098957,2.0703046,1.951237
0.5,2.0158954,1.8475375,1.7692174
0.1,1.0280641,0.8525371,0.90607405
4.0,4.0214887,3.9203973,4.33531
2.3,4.07565,3.9321685,4.3271327
2.3,2.8787947,2.6056972,2.7679896
2.5,3.0984282,2.8634963,3.0870993
3.1,3.122183,2.88302,3.1146462
3.6,4.9668894,4.6928544,5.230222
4.2,4.1180515,3.8620672,4.233447
3.2,4.0870433,3.7627974,4.131508
3.4,5.0839963,4.6919374,5.167229
2.6,2.455804,2.1791632,2.447848
0.9,1.1318161,0.9326522,1.0281318
6.4,4.425099,4.492954,4.5916224
3.4,3.3169026,3.3160315,3.3693023
3.7,3.4993196,3.3767629,3.4735494
3.4,3.6326811,3.483249,3.5988731
3.8,4.7347074,4.6197824,4.783019
5.2,4.6563783,4.5539804,4.699933
4.6,5.269577,4.7661743,5.0137253
4.0,4.828486,4.6374636,4.815097
5.4,6.0741577,5.819416,6.055832
1.8,2.4999921,2.0173512,2.1764357
0.3,1.6540343,1.362918,1.5125209
6.1,4.5533276,4.624068,4.633799
4.8,3.4545863,3.4315684,3.4309504
4.6,1.4561816,1.1922777,1.2438275
6.5,5.1891804,4.849482,5.031453
5.7,4.786106,4.7419505,4.813011
6.4,4.8530116,4.7435207,4.8277645
6.5,4.982979,4.772114,4.9005322
7.6,6.153517,5.928773,6.0839653
5.0,3.299672,3.026271,3.1954792
4.2,3.0663311,2.9140239,3.0415096
2.4,1.5560418,1.3677077,1.4739418
2.6,1.1770355,1.0445431,1.133958
6.9,5.4161363,4.9872117,4.778292
3.2,4.1326694,3.7445884,3.6478086
3.2,4.3211017,3.7474089,3.6784248
3.8,4.462889,3.839236,3.8157818
5.0,5.8340154,5.0768647,4.98675
5.0,5.74317,5.0555634,5.0194917
4.8,5.8278637,5.0776243,5.0857267
7.7,7.340045,6.3762803,6.48162
10.1,8.114341,7.0137815,7.2759967
3.5,3.2789092,2.6215582,3.138833
2.4,1.7000042,1.3837509,1.7713585
1.2,1.4671814,1.2047038,1.5643519
4.2,3.3691373,3.3058991,3.0446625
1.6,1.7839993,1.8770719,1.7206943
2.4,2.5898137,2.3629844,2.2972243
2.4,2.6715853,2.4852395,2.4052246
3.9,4.601779,4.0971313,3.9692705
3.5,3.3749342,3.2799466,3.092351
3.9,3.453207,3.2621646,3.1349142
1.8,1.4493756,1.1474062,1.3064772
1.7,0.92476857,0.7665366,0.88012993
4.3,4.271445,3.8291104,3.702187
2.4,2.4211063,1.9988128,1.99162
3.0,3.447555,2.8304815,2.8130848
2.8,3.413031,2.8347483,2.854394
4.4,5.038556,4.4743795,4.4379644
4.1,4.541006,3.9038813,3.9236214
3.8,4.4537873,3.747937,3.8150842
2.2,2.4771125,1.984934,2.1974695
1.4,1.8323002,1.5037813,1.7157574
6.0,4.383719,4.234812,4.8783083
3.6,3.2709813,3.1193378,3.489323
3.6,3.4318888,3.1738014,3.559841
3.5,3.5454142,3.2576475,3.6651962
4.4,4.7110047,4.3493824,5.0051236
4.2,4.6068935,4.310049,4.92718
4.7,4.704472,4.3452253,4.945228
4.2,6.204583,5.570156,6.466203
4.9,5.9343786,5.4294095,6.211521
3.2,3.685558,3.273594,3.790901
1.3,1.5013579,1.1912229,1.3920903
5.3,3.81918,3.7754276,3.9352455
2.7,2.3282106,2.1907306,2.2627716
3.4,2.926225,2.7179704,2.8770852
4.0,3.0111692,2.8208616,2.9903286
5.4,3.9258401,3.810473,4.0118394
6.5,3.8654375,3.699195,3.9092612
6.5,3.8778384,3.6774933,3.8999822
6.3,3.9176147,3.701309,3.933588
3.4,3.9181166,3.6737227,3.923445
4.2,2.7396436,2.5697532,2.7033584
3.4,1.6366314,1.3022662,1.4999135
1.6,1.0244246,0.861081,1.0136583
2.6,3.925423,3.9667447,3.8620608
1.6,1.9800775,1.8521316,1.7513803
2.2,2.9203417,2.7514493,2.5457728
3.7,5.6521297,5.4761186,5.14716
3.5,4.0181084,4.0827665,3.9808726
6.1,3.929718,3.843553,3.681758
5.1,3.0486422,3.004458,2.8843017
3.3,3.8430347,3.686759,3.4924233
5.3,4.7497587,4.583949,4.356705
3.9,2.8441267,2.4349077,2.163311
1.6,1.6166283,1.4306574,1.288517
1.000001,1.104657,1.0177993,0.9282646
5.5,5.46231,5.471765,5.02318
5.8,4.0925117,4.1026554,3.777806
3.9,4.390827,4.128126,3.9516985
3.6,4.520672,4.237317,4.0799294
5.5,5.9407573,5.5955925,5.3628707
6.0,5.7839074,5.5578923,5.2775474
6.0,5.923405,5.569742,5.3998766
8.6,5.936536,5.6122804,5.449472
7.8,7.246905,6.968411,6.67406
3.2,2.3296316,1.9390211,2.126187
2.7,1.6555529,1.4630017,1.5683542
0.82,1.3577131,1.5152719,1.4725317
1.1,1.7839426,2.0291245,1.9777
3.27,2.267849,2.580532,2.5145206
3.29,2.6257424,3.0097911,2.9312
3.14,2.7356236,3.142857,3.0598981
3.25,3.0672233,3.520487,3.4236112
4.02,3.3804142,3.8792782,3.767864
4.45,3.5057807,4.023889,3.9063935
4.74,2.0524685,2.7270236,2.6490707
0.31,1.2661731,1.2443211,1.1661043
1.24,1.790726,1.8873425,1.8031489
2.67,2.1725361,2.3831213,2.296731
2.77,2.5749457,2.8768966,2.7850924
3.59,2.9841511,3.3662398,3.266313
3.94,3.1925673,3.6109114,3.5059178
3.46,3.475885,3.9198403,3.8067691
5.09,3.83391,4.3665347,4.243519
5.48,4.2829328,4.8833623,4.745363
3.64,4.3791237,4.9989285,4.8575
1.59,1.2444532,1.6966239,1.6084226
0.31,1.3843243,1.3290068,1.24132
2.93,2.1136615,2.1481502,2.0466387
3.61,2.535634,2.7097824,2.6062648
4.32,2.9625013,3.2476656,3.140272
5.44,3.3715398,3.753803,3.6410713
4.82,3.6735625,4.112419,3.9940753
5.93,4.232037,4.7815175,4.6510196
6.76,4.381766,4.95711,4.822789
5.65,4.4360895,5.139625,5.0060534
1.22,1.2007751,1.6432737,1.5600922
0.42,1.1472088,1.0931294,1.0088716
4.92,3.2706742,3.5237818,3.4029336
3.7,3.6503797,3.9926429,3.867439
6.14,4.0221124,4.4486365,4.3183713
7.34,4.2116256,4.6775575,4.544236
7.62,4.536943,5.0937304,4.9556646
5.9,5.2035146,5.8593655,5.7060456
1.76,1.2821325,1.800825,1.7245488
1.3,2.4388323,2.4924939,2.2446072
1.6,3.3835313,3.7104843,3.2875972
1.19,3.8662982,4.348248,3.8277082
0.96,1.578042,2.3076928,1.841972
0.12,1.2495742,1.1978298,1.0577579
0.99,1.8203192,1.8911612,1.6658418
1.46,2.2782352,2.4779325,2.1706402
2.02,2.6825607,2.9934857,2.6107452
2.57,3.1276143,3.5223749,3.0657625
3.34,3.5394995,4.0281773,3.4981856
2.69,3.8532252,4.406534,3.8219736
4.27,4.974392,5.7033505,4.9374895
4.27,1.433706,1.8894962,1.5160106
0.92,2.995971,3.328614,2.9121315
1.65,3.8579433,4.401789,3.8299637
2.03,4.5497837,5.204025,4.5231676
3.19,5.4577646,6.274893,5.442063
4.5,1.2910584,1.6160061,1.2897408
4.5,1.099455,1.2658087,1.0768836
0.98,1.5126039,1.7555003,1.4964348
2.22,1.9584097,2.2642539,1.9325258
1.11,2.4791281,2.8320625,2.4224722
0.47,2.743066,3.123785,2.671563
2.01,0.7900937,0.7987159,0.6799702
2.7,1.4113516,1.535306,1.3271115
0.27,1.8564166,2.0938857,1.8057789
0.75,2.3156235,2.6437669,2.2779887
1.43,2.8285522,3.2296717,2.7843094
4.21,3.168868,3.646548,3.138499
1.34,3.7119384,4.272878,3.6760979
3.21,1.6366328,2.2358112,1.8163933
3.21,0.0,0.0,0.0
3.61,0.0,0.0,0.0
1.38,0.0,0.0,0.0
0.55,0.65374976,0.70532393,0.69022083
1.01,1.0901091,1.1951926,1.1679116
1.56,1.3923512,1.5216341,1.4800632
1.07,2.0378616,2.210781,2.132524
1.46,2.258863,2.4477713,2.3544664
1.16,0.8654378,1.0140646,0.9575068
0.57,1.1228169,1.0985317,1.0269846
1.07,1.564058,1.6187671,1.5497096
1.69,2.005229,2.1381793,2.072259
1.45,2.4416463,2.6296263,2.5580523
3.47,3.0011709,3.255499,3.1716
3.47,3.0669663,3.3295522,3.2438874
3.36,3.8356144,4.176828,4.062919
1.87,2.9251046,3.4247112,3.3768811
0.14,2.3359692,2.2858095,2.1427813
3.31,3.1511416,3.259343,3.122068
3.36,4.0952544,4.3545413,4.219696
4.95,4.569059,4.897399,4.760123
5.81,5.2115664,5.6250663,5.4800043
0.19,1.4624852,1.3724959,1.256456
0.96,2.0038543,2.0004966,1.879935
2.35,2.470759,2.555117,2.438209
2.32,2.90998,3.0740142,2.9608693
3.33,3.6056206,3.86588,3.749249
3.33,1.0622221,1.3133254,1.2978734
0.92,2.6677346,2.576393,2.4134
1.2,3.6865823,3.8199124,3.665934
3.71,4.0955043,4.3016043,4.150027
3.91,4.2656884,4.5106397,4.3621435
5.96,2.4833632,3.2450588,3.2934794
5.96,0.0,0.0,0.0
3.04,0.0,0.0,0.0
0.66,1.2866338,1.2886469,1.2042644
1.15,1.7233878,1.8216171,1.725336
1.62,2.1180928,2.302299,2.1941803
2.21,2.5318742,2.7863598,2.6601026
3.06,3.4156013,3.7851617,3.60574
4.19,4.098583,4.55414,4.325853
6.25,4.750631,5.2572026,4.9761596
6.25,0.80202127,0.7953179,0.59392434
0.8,1.0417224,0.9937034,0.8482983
0.8,1.5516388,1.6098293,1.4541367
1.5,1.9570204,2.1027732,1.9388614
2.01,2.4280078,2.6364207,2.4499516
2.48,2.736828,2.977712,2.7725503
2.81,3.17506,3.484832,3.2513463
3.19,0.8455235,0.9092836,0.7507406
0.68,2.3533576,2.2871585,2.06336
1.84,3.4731607,3.6223357,3.3638644
3.45,4.156728,4.465345,4.1910615
3.51,4.542037,4.916191,4.6273975
3.88,5.0088043,5.440728,5.1294813
3.88,0.9618523,1.0434659,0.8725095
5.94,2.189165,2.2196062,2.0370033
0.93,3.1094844,3.3320887,3.124121
1.45,3.6884212,4.016159,3.7871246
3.05,4.4657397,4.9031086,4.63478
3.48,0.85263556,0.85938394,0.67173797
5.06,0.7623562,0.8023395,0.7085555
5.06,1.2106775,1.323036,1.212816
0.67,1.6587267,1.8240861,1.679629
0.27,1.7605964,1.9500185,1.795202
1.11,2.0738301,2.285973,2.0990157
1.8,2.312358,2.5479386,2.3346941
1.6,0.8198574,0.85745966,0.6831289
2.19,0.0,0.0,0.0
3.19,0.0,0.0,0.0
0.83,0.0,0.0,0.0
0.32,1.5047191,1.480442,1.2713071
1.17,1.8599623,1.9219226,1.6492531
1.63,2.4462566,2.6180744,2.2440143
2.09,2.9159203,3.1644144,2.7099347
3.26,3.944293,4.309795,3.6855128
3.35,4.4686656,4.8971014,4.1852584
4.09,4.8575096,5.321162,4.5457897
4.09,6.1380696,6.718379,5.732991
5.22,1.7200745,1.9288822,1.6105808
0.83,2.5282533,2.4525235,2.1504004
1.62,3.3607357,3.476516,3.027722
3.18,5.4276648,5.868659,5.0694094
5.08,5.787736,6.2695436,5.4108343
5.53,6.269767,6.8229785,5.881515
7.02,6.843845,7.445264,6.4110966
6.52,1.7313046,1.8943995,1.6335713
0.93,1.3232425,1.4199376,1.2794535
0.84,1.8130445,1.9739568,1.7465863
1.48,2.101878,2.2826838,2.0068858
1.94,3.3156192,3.574824,3.0970933
2.75,3.4687293,3.829752,3.3099682
3.04,1.2375443,1.1658671,1.0605935
0.35,1.7116165,1.7923915,1.5961032
1.4,2.1806169,2.36389,2.0824952
1.76,2.3459828,2.5475025,2.238682
1.87,4.0075994,4.4000306,3.8088195
3.95,4.959157,5.4276133,4.678803
5.46,1.7221634,1.9835248,1.7151197
1.25,3.7784193,3.8858635,3.3850322
2.84,4.7793865,5.1218634,4.440407
5.52,5.6469264,6.1244054,5.294958
6.18,6.502921,7.1008315,6.125991
6.21,1.722828,1.8152022,1.5624979
1.14,0.0,0.0,0.0
0.01,0.92350733,0.98399466,0.85472524
1.31,1.3993514,1.5696486,1.3518046
2.34,1.6760579,1.9193581,1.647227
1.96,2.1698945,2.4930975,2.1370134
2.68,2.485891,2.871887,2.4593005
3.82,3.6301937,4.1651893,3.5669703
1.5,1.3248768,1.8457295,1.5343121
0.23,1.6189257,1.4364935,1.2646434
2.06,1.8659954,1.9435307,1.6846303
3.14,2.233847,2.4529893,2.1123917
3.2,2.6439142,2.9709086,2.5500908
3.4,2.76652,3.1127505,2.6710277
3.73,3.3062804,3.7612202,3.2219536
8.63,4.7952757,5.5007586,4.7056665
2.45,2.2380888,2.2340333,1.940724
3.52,3.153211,3.5255623,3.026016
4.04,3.4507833,3.893812,3.3379006
7.75,5.4649897,6.3356028,5.411548
1.99,1.3775477,1.8083793,1.4910524
1.13,1.5508866,1.494165,1.2939887
4.26,3.1560507,3.313848,2.8656094
5.47,4.0690618,4.479358,3.8546717
5.47,5.973163,6.829732,5.847655
7.62,1.245597,1.5975913,1.3158506
1.32,1.0570608,1.2192605,1.0298672
1.17,1.4592762,1.6792668,1.4241046
1.55,1.6841626,1.93848,1.6458489
2.3,2.3226254,2.6379704,2.2480044
3.49,1.1874609,1.5261426,1.271475
2.01,0.0,0.0,0.0
3.29,3.6443493,3.704674,3.2743108
3.84,4.6464663,4.799815,4.1633124
4.04,5.536686,5.806368,4.94964
7.26,6.7811837,7.1817665,6.0393553
7.74,9.184422,9.7519,8.133593
2.38,2.803748,3.748184,2.3430445
1.08,1.2491075,1.3585029,1.1199065
1.52,1.8073334,1.9733921,1.6100831
2.39,2.384232,2.5768685,2.1087015
2.31,2.905002,3.134275,2.5549452
3.03,4.369038,4.6492844,3.8067153
1.52,1.8653748,2.1972852,1.5425212
1.76,3.3920472,3.1820529,3.0437272
5.06,4.028978,3.990723,3.6303406
4.12,5.140828,5.30145,4.630416
7.44,6.063708,6.3510003,5.451377
6.67,7.2772846,7.684823,6.5224996
6.18,7.7705274,8.223178,6.956482
6.18,1.8829778,2.5023756,1.5793092
2.26,2.1640651,2.1121857,1.9457387
0.41,2.6651566,2.7200232,2.401753
1.26,3.1394935,3.2780044,2.826361
2.85,5.688109,6.074606,5.0678763
3.74,6.3962483,6.827032,5.6841373
5.32,1.9735882,2.585148,1.6627178
2.35,1.7231978,1.7519033,1.542759
1.22,2.149988,2.2617815,1.9263397
2.11,3.3953555,3.6122103,3.0227287
3.41,4.5177846,4.830538,3.9989367
4.45,4.885464,5.2140865,4.3176565
4.42,1.7278416,2.1865635,1.4482754
1.69,0.0,0.0,0.0
2.37,2.198981,2.3182712,2.0349658
2.92,2.9499404,3.2698803,2.8319848
5.86,4.7872434,5.468179,4.6908455
5.86,1.2633315,1.846708,1.4813029
1.49,3.6276984,3.9160666,3.4143724
3.6,4.2007227,4.639699,4.019457
4.88,4.9448037,5.555713,4.788246
6.85,1.1862712,1.6746898,1.349468
1.5,1.4513484,1.5861014,1.3734787
1.71,1.8234421,2.0576568,1.7667953
2.19,2.200522,2.5156496,2.1523244
2.49,2.8848312,3.3282263,2.8411279
4.0,0.85768,1.0903416,0.89417654
1.05,0.9464541,1.0752689,0.91672593
1.16,1.8059391,2.0615852,1.7595459
2.4,0.9218643,1.2215675,1.0048523
1.05,1.5782145,1.4062885,1.2658542
0.45,1.8091748,1.8893652,1.6535424
1.97,2.335757,2.5757363,2.2264276
2.74,2.6744342,2.9857066,2.5719035
3.43,3.5314572,4.021646,3.4458635
5.37,0.89050287,1.1168857,0.915472
1.08,0.0,0.0,0.0
2.15,2.4502532,2.4858263,2.225128
2.06,3.4707043,3.7944593,3.3233457
3.58,4.4661283,5.0121884,4.348397
3.58,4.8549705,5.4850245,4.746777
5.18,0.8308203,1.1789125,0.924488
0.94,2.4272316,2.486213,2.2117126
1.79,3.1852438,3.4783647,3.039122
3.38,3.9216034,4.3939915,3.8060462
3.66,4.723749,5.341371,4.6092587
3.66,1.0937476,1.4250228,1.1440198
5.85,1.9526523,2.02804,1.7900045
1.25,2.7739794,3.0987074,2.6811352
1.34,3.000167,3.3695211,2.909879
1.64,3.2159557,3.6315424,3.1306252
2.57,3.7677662,4.287878,3.6862254
2.96,1.1876388,1.6842765,1.3409438
3.93,1.2815701,1.1768727,1.0576786
1.24,1.4973412,1.6306328,1.4157999
0.19,1.9459907,2.1915176,1.8850422
1.07,2.3953366,2.7337105,2.3423693
1.52,2.662375,3.0470316,2.608519
1.9,3.590494,4.1216364,3.5255501
2.4,1.0824854,1.3344865,1.0839632
2.4,0.68832356,0.73009247,0.62650114
3.75,1.0942985,1.2592034,1.0673242
0.66,1.5675893,1.7996987,1.5297602
0.17,1.8099194,2.0812662,1.7697043
0.66,1.9276881,2.2018301,1.8754896
1.49,2.5599697,2.9073172,2.482219
2.09,1.1333015,1.4140455,1.1545655
2.28,0.0,0.0,0.0
2.64,0.0,0.0,0.0
1.23,0.0,0.0,0.0
1.59,2.2756472,2.3314345,2.2776885
2.83,3.2595603,3.5531588,3.3479373
5.8,4.040678,4.49779,4.173193
5.8,0.67120916,0.8467894,0.6323092
5.8,1.13125,1.0842928,1.0570736
0.68,1.6306518,1.7221682,1.6196976
0.19,2.083623,2.2907295,2.113152
1.35,2.5911818,2.8814692,2.637954
2.42,2.8811462,3.2145686,2.9341726
1.63,1.4350523,1.976392,1.5694184
2.56,1.111985,1.4826442,1.1507571
2.21,0.47340566,0.48093265,0.42839256
1.000001,2.096015,2.07809,2.0228374
0.25,2.4777834,2.628964,2.484433
1.19,2.8911452,3.1529932,2.935895
2.57,3.365622,3.7153926,3.4332738
3.38,3.8506398,4.281131,3.9356089
3.26,4.3060036,4.821663,4.4101577
4.05,0.99976885,1.1144478,0.9060095
4.87,1.1477005,1.3105748,1.1840955
1.21,1.6682413,1.8890009,1.7035075
0.96,1.7797657,2.0462928,1.8274511
1.15,2.0656302,2.3411188,2.1009405
1.62,2.534604,2.8755286,2.564758
2.06,0.9870084,1.1543541,0.93433106
2.89,1.6101189,1.5059801,1.4922467
0.86,3.4164991,3.4610453,3.3625681
1.97,4.4196854,4.711999,4.4715466
4.89,4.8706098,5.2813087,4.966867
5.87,5.0983844,5.5633903,5.2129855
6.88,0.89334446,0.9811094,0.8047853
6.17,0.0,0.0,0.0
0.79,0.0,0.0,0.0
2.36,2.6543088,2.6139114,2.4260683
3.46,3.7271512,4.00424,3.6342623
5.58,4.9831443,5.536533,4.9746647
5.89,5.3941603,6.0282965,5.407276
5.89,0.9652152,1.2917788,1.1005291
0.99,1.4057844,1.200099,1.1711969
0.22,1.6819655,1.7558708,1.6274164
0.86,2.056427,2.239543,2.0437841
1.63,2.5793953,2.8572931,2.5880556
2.29,2.7858827,3.1023214,2.8042378
2.51,3.7223873,4.1658664,3.755544
3.83,4.428862,5.0222764,4.516025
5.49,1.5107814,1.8395963,1.6394851
1.9,0.6953894,0.7142288,0.67799896
0.34,1.1419207,1.2977957,1.180053
0.72,1.6953115,1.9229877,1.7383727
1.66,2.1037776,2.3767178,2.1480324
2.62,3.0580397,3.4232574,3.1028783
2.62,1.2377748,1.4166086,1.2962384
3.71,0.42912394,0.48606396,0.4597251
1.29,2.0594757,2.0812652,1.9422021
0.52,2.4261513,2.6283674,2.4049478
1.55,2.8914058,3.2020295,2.904151
3.36,3.134187,3.4912434,3.1580048
4.52,4.253209,4.791614,4.3096046
4.0,1.2398795,1.6770704,1.4524955
4.0,2.4368606,2.3499062,2.2124856
5.22,3.2968752,3.563699,3.252393
1.66,4.193764,4.6374993,4.1948442
2.3,4.5587254,5.0563326,4.565645
3.9,4.365318,4.9697886,4.463279
5.11,1.241897,1.7475299,1.4971411
6.09,0.0,0.0,0.0
6.09,0.0,0.0,0.0
6.09,0.0,0.0,0.0
1.65,0.0,0.0,0.0
2.15,2.7096972,2.5861034,2.3073225
3.38,3.4973147,3.5987937,3.2840564
4.4,4.443469,4.761219,4.40416
5.94,4.8808026,5.2644234,4.882878
5.94,5.68565,6.268526,5.848333
6.34,1.7049004,2.2851157,2.1885047
1.87,0.56684196,0.58124304,0.4975962
0.51,2.528285,2.4483414,2.1934366
1.46,3.308222,3.5133858,3.234032
4.26,4.122028,4.469987,4.1485076
5.17,4.3262167,4.737181,4.4081793
5.66,5.1172566,5.6502514,5.27161
5.66,1.6056651,2.1306665,2.0325892
6.04,2.0008843,2.035614,1.8353273
1.46,2.4629865,2.6027033,2.3811827
1.86,2.858991,3.0925803,2.8543332
2.42,3.3901618,3.6816685,3.410396
3.11,3.9284952,4.318377,4.0150714
3.45,4.474043,4.9453154,4.604511
3.86,4.8193426,5.3309803,4.9637856
5.23,1.6183509,2.0755253,1.9498378
6.3,1.0416069,1.0212079,0.8888429
1.71,1.6297786,1.7120131,1.5457021
0.39,2.1221542,2.2972293,2.1072533
0.5,2.5109973,2.7543516,2.543021
1.91,3.0064647,3.3166769,3.0716038
2.25,3.3583977,3.7128928,3.441239
3.46,3.7022164,4.0776134,3.776996
3.24,4.085376,4.524443,4.192233
3.64,1.7566311,2.2339573,2.0878155
4.38,0.0,0.0,0.0
1.4,0.0,0.0,0.0
0.16,1.036689,1.0163667,1.1298467
0.87,1.4849651,1.552577,1.6189357
1.4,2.0062077,2.1298227,2.17346
1.95,2.4754112,2.6417797,2.6678834
2.61,2.8128183,3.0191736,3.0188413
3.39,4.258721,4.589339,4.5102563
0.9,1.3936028,1.8538926,1.3455814
0.9,0.8624925,0.8048788,0.83308315
0.39,1.2308792,1.2913142,1.2712508
0.7,1.7456555,1.8675604,1.8284519
1.83,2.1758268,2.348696,2.2793505
1.77,3.1278486,3.367683,3.2508206
3.66,1.9996684,2.4123137,2.037772
3.66,2.85999,2.6403584,3.0492225
1.66,3.6401215,3.6284554,3.9385214
3.44,4.640985,4.820992,5.038444
3.17,5.0444126,5.2863073,5.4740868
2.43,6.1248703,6.4927673,6.628681
3.84,1.5659908,2.1681907,1.5748891
6.23,1.6676322,1.4733346,1.7592915
1.25,2.0017407,1.9835373,2.1672964
0.31,2.433913,2.5158215,2.6495898
1.45,2.8776312,3.034835,3.1320417
1.82,3.30098,3.4894414,3.5850275
2.89,4.3537884,4.675669,4.7021565
2.57,4.885916,5.284792,5.2590847
4.17,1.5718033,2.1444075,1.5958182
3.8,2.4729886,2.3175976,2.6388881
1.09,3.3700998,3.448242,3.6513662
2.02,3.6881027,3.8207061,3.9983988
2.76,5.1181207,5.454102,5.531751
3.23,5.361088,5.755043,5.7899284
4.7,1.4276686,1.9321113,1.4177577
5.19,0.0,0.0,0.0
1.13,0.0,0.0,0.0
1.000001,1.6441112,1.6949692,1.5390055
3.14,3.9209435,4.498468,4.2759457
4.55,5.5919266,6.46747,6.1802335
0.94,1.4492677,2.07326,2.168511
0.23,0.41177794,0.4373636,0.37906203
2.46,2.7330348,2.6393948,2.3307285
3.16,3.3053823,3.63172,3.3490894
3.78,4.1312723,4.674161,4.3803205
4.14,4.5102654,5.1223307,4.816067
5.95,5.7725115,6.623138,6.274561
0.9,1.2496446,1.6000562,1.6176989
0.21,0.70100594,0.7334971,0.6373778
0.7,1.0553751,1.2048252,1.107896
1.28,1.4583315,1.6799666,1.5686775
1.99,1.9111928,2.20441,2.0727205
1.93,2.046983,2.3560975,2.2164638
2.99,2.705181,3.0903585,2.9097564
